County,Inspection_Grade,Inspection Date,Owner_Name,Trade_Name,Street,City,State Code,Zip_Code,Deficiency Number,Deficiency Description,Location 1
Herkimer,B,10/17/18,FASTRAC MARKETS LLC,FASTRAC MARKET 275,201 W STATE ST,HERKIMER,NY,13350,06B,Potentially hazardous foods are not stored at safe temperatures,"201 W STATE ST
HERKIMER, NY 13350
(43.024431, -74.987821)"
Erie,B,5/9/18,VULCAN EXPRESS MART INC,VULCAN EXPRESS MART,132 VULCAN ST,BUFFALO,NY,14207,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"132 VULCAN ST
BUFFALO, NY 14207
(42.959268, -78.908471)"
Franklin,B,11/13/18,GURU PETROLEUM INC,CHATEAUGAY FOOD MART,102 W MAIN ST,CHATEAUGAY,NY,12920,06B,Potentially hazardous foods are not stored at safe temperatures,"102 W MAIN ST
CHATEAUGAY, NY 12920
(44.926263, -74.083901)"
Erie,B,10/23/18,WAL-MART STORES EAST LP,WAL-MART SUPER CTR 2355,5033 TRANSIT RD,WILLIAMSVILLE,NY,14221,06B,Potentially hazardous foods are not stored at safe temperatures,"5033 TRANSIT RD
WILLIAMSVILLE, NY 14221
(42.98321, -78.693806)"
Franklin,C,11/13/18,LAVIGNE&SONS LLC,IGA LAVIGNES,PO BOX 158 6081 ST RT 11,CHATEAUGAY,NY,12920,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","11 CHATEAUGAY
NY 12920
(44.882902, -73.414428)"
Herkimer,B,9/19/18,FASTRAC MARKETS LLC,FASTRAC MARKET 236,114 CENTRAL AVE,ILION,NY,13357,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"114 CENTRAL AVE
ILION, NY 13357
(43.018249, -75.033102)"
Franklin,B,11/13/18,GURU PETROLEUM INC,CHATEAUGAY FOOD MART,102 W MAIN ST,CHATEAUGAY,NY,12920,02D,Other adulterated / unfit foods or ingredients,"102 W MAIN ST
CHATEAUGAY, NY 12920
(44.926263, -74.083901)"
Erie,C,10/18/18,TOPS MARKETS LLC,TOPS 44,3870 HARLEM RD,CHEEKTOWAGA,NY,14215,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","3870 HARLEM RD
CHEEKTOWAGA, NY 14215
(42.948849, -78.784073)"
Erie,C,10/31/18,VILLAGE SMOKEHOUSE LLC THE,VILLAGE SMOKEHOUSE THE,4178 N BUFFALO ROAD,ORCHARD PARK,NY,14127,05B,Critical Processing or Salvaging Parameters are not met,"4178 N BUFFALO ROAD
ORCHARD PARK, NY 14127
(42.769607, -78.744389)"
Essex,B,11/7/18,FIVE ELEVEN PETROLEUM INC,E TOWN SUNOCO,8289 RIVER ST,ELIZABETHTOWN,NY,12932,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","8289 RIVER ST
ELIZABETHTOWN, NY 12932
(44.216121, -73.590153)"
Jefferson,B,5/3/18,BUSHEY JOHN,JB'S MEAT SHOP,118 CANAL ST,CARTHAGE,NY,13619,02D,Other adulterated / unfit foods or ingredients,"118 CANAL ST
CARTHAGE, NY 13619
(43.976402, -75.611396)"
Jefferson,B,5/3/18,BUSHEY JOHN,JB'S MEAT SHOP,118 CANAL ST,CARTHAGE,NY,13619,06B,Potentially hazardous foods are not stored at safe temperatures,"118 CANAL ST
CARTHAGE, NY 13619
(43.976402, -75.611396)"
Kings,B,3/23/18,ALHAJJAJI FOOD CORP,ALHAJJAJI FOOD CORP,107 MARCUS GARVEY BLVD,BROOKLYN,NY,11206,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"107 MARCUS GARVEY BLVD
BROOKLYN, NY 11206
(40.695227, -73.940492)"
Kings,B,10/18/18,ABBOTSFORD ROAD COFFEE SPECIALIST,ABBOTSFORD ROAD COFFEE,573 SACKETT ST,BROOKLYN,NY,11217,06B,Potentially hazardous foods are not stored at safe temperatures,"573 SACKETT ST
BROOKLYN, NY 11217
(40.679151, -73.985451)"
Kings,C,3/19/18,ALJALAL OMAR S,OHS MINI MARKET,227A NASSAU AVE,BROOKLYN,NY,11222,03E,"Employees handling exposed, ready-to-eat foods without an acceptable protective barrier","227A NASSAU AVE
BROOKLYN, NY 11222
(40.725744, -73.943201)"
Kings,C,11/2/18,BED-STUY FRESH AND LOCAL LLC,BED-STUY FRESH AND LOCA,210 PATCHEN AVE,BROOKLYN,NY,11233,02D,Other adulterated / unfit foods or ingredients,"210 PATCHEN AVE
BROOKLYN, NY 11233
(40.683667, -73.926225)"
Kings,C,6/6/18,545 DELI GROCERY CORP,545 DELI GROCERY,545 MARCY AVE,BROOKLYN,NY,11206,03E,"Employees handling exposed, ready-to-eat foods without an acceptable protective barrier","545 MARCY AVE
BROOKLYN, NY 11206
(40.696437, -73.949415)"
Kings,B,7/25/18,BEST & QUICK GOURMET INC,BEST & QUICK GOURMET,310 FLATBUSH AVE,BROOKLYN,NY,11238,06B,Potentially hazardous foods are not stored at safe temperatures,"310 FLATBUSH AVE
BROOKLYN, NY 11238
(40.67726, -73.972515)"
Kings,B,10/22/18,5 BEEZ INC,5 BEEZ,6752 4TH AVENUE,BROOKLYN,NY,11220,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","6752 4TH AVENUE
BROOKLYN, NY 11220
(40.635675, -74.02309)"
Kings,B,8/27/18,1201 CHURCH AVENUE GROCERY CORP,1201 CHURCH AVE GRCY,1201 CHURCH AVE,BROOKLYN,NY,11218,03E,"Employees handling exposed, ready-to-eat foods without an acceptable protective barrier","1201 CHURCH AVE
BROOKLYN, NY 11218
(40.647423, -73.968207)"
Kings,B,11/1/18,ALWAYS FRESH DELI & GRILL CORP,ALWAYS FRESH DELI & GRI,308 NEW LOTS AVE,BROOKLYN,NY,11207,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","308 NEW LOTS AVE
BROOKLYN, NY 11207
(40.660955, -73.895084)"
Kings,B,10/24/18,13TH AVENUE SUPERMARKET LLC,GOURMET GLATT MARKET,1274 39TH ST,BROOKLYN,NY,11218,04C,"Ready-to-eat foods are subjected to cross contamination from raw foods, or cross contamination between species is likely to occur","1274 39TH ST
BROOKLYN, NY 11218
(40.640955, -73.986828)"
Kings,C,6/6/18,1068 MINI MART DELI GROCERY CORP,1068 MINI MART DELI GRO,1068 MANHATTAN AVE,BROOKLYN,NY,11222,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1068 MANHATTAN AVE
BROOKLYN, NY 11222
(40.735288, -73.955098)"
Kings,B,8/15/18,133 FOOD CORP,133 FOOD,133 LAFAYETTE AVE,BROOKLYN,NY,11238,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","133 LAFAYETTE AVE
BROOKLYN, NY 11238
(40.687437, -73.972534)"
Kings,B,3/23/18,ALHAJJAJI FOOD CORP,ALHAJJAJI FOOD CORP,107 MARCUS GARVEY BLVD,BROOKLYN,NY,11206,06B,Potentially hazardous foods are not stored at safe temperatures,"107 MARCUS GARVEY BLVD
BROOKLYN, NY 11206
(40.695227, -73.940492)"
Kings,B,11/28/18,1306 ATLANTIC FOOD CORP,WHOLESOME FOODS MARKET,1306 ATLANTIC AVE,BROOKLYN,NY,11216,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1306 ATLANTIC AVE
BROOKLYN, NY 11216
(40.67836, -73.949416)"
Kings,B,8/16/18,ASAAD DELI & GRILL CORP,ASAAD DELI & GRILL,111 CHURCH AVENUE,BROOKLYN,NY,11218,06B,Potentially hazardous foods are not stored at safe temperatures,"111 CHURCH AVENUE
BROOKLYN, NY 11218
(40.642973, -73.979029)"
Kings,B,7/16/18,2474 QUAD VENTURES INC,7 ELEVEN STORE #35049A,2474 FLATBUSH AVE #,BROOKLYN,NY,11234,08B,"Hot-holding equipment improperly designed, maintained, or operated to keep hot foods at 135?F or above","2474 FLATBUSH AVE
BROOKLYN, NY 11234
(40.609962, -73.922856)"
Kings,B,8/13/18,AROMA RICH INC,AROMA RICH,3924 18TH AVENUE,BROOKLYN,NY,11218,02D,Other adulterated / unfit foods or ingredients,"3924 18TH AVENUE
BROOKLYN, NY 11218
(40.632903, -73.972606)"
Kings,B,11/8/18,AFIA INC,BROOKLYN DELI,115 WILLOUGHBY ST,BROOKLYN,NY,11201,06B,Potentially hazardous foods are not stored at safe temperatures,"115 WILLOUGHBY ST
BROOKLYN, NY 11201
(40.692117, -73.984513)"
Kings,C,6/6/18,7 ELEVEN INC,7 ELEVEN STORE #36025H,1163 UTICA AVE  STORE #1,BROOKLYN,NY,11203,06B,Potentially hazardous foods are not stored at safe temperatures,"1163 UTICA AVE
BROOKLYN, NY 11203
(40.64419, -73.929577)"
Kings,B,11/2/18,953 MANHATTAN FOOD CORP,C TOWN SUPERMARKET,953 MANHATTAN AVE,BROOKLYN,NY,11222,06B,Potentially hazardous foods are not stored at safe temperatures,"953 MANHATTAN AVE
BROOKLYN, NY 11222
(40.731925, -73.954546)"
Kings,C,7/5/18,ALZANAM GROCERY CORP,ALZANAM GROCERY,215 MANHATTAN AVE,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","215 MANHATTAN AVE
BROOKLYN, NY 11206
(40.710923, -73.945508)"
Kings,B,8/8/18,41 GROCERY DELI & GRILL CORP.,41 GROCERY DELI & GRILL,41 NEW LOTS AVENUE,BROOKLYN,NY,11212,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","41 NEW LOTS AVENUE
BROOKLYN, NY 11212
(40.657247, -73.903403)"
Kings,B,9/7/18,B&G DELI FOOD CORP,B&G DELI  FOOD,266 THROOP AVE,BROOKLYN,NY,11206,06B,Potentially hazardous foods are not stored at safe temperatures,"266 THROOP AVE
BROOKLYN, NY 11206
(40.695139, -73.943358)"
Kings,C,8/16/18,4121 CHURCH MEAT CORP,SHOP FARE,4121 CHURCH AVE,BROOKLYN,NY,11203,02D,Other adulterated / unfit foods or ingredients,"4121 CHURCH AVE
BROOKLYN, NY 11203
(40.651362, -73.93832)"
Kings,B,11/28/18,1306 ATLANTIC FOOD CORP,WHOLESOME FOODS MARKET,1306 ATLANTIC AVE,BROOKLYN,NY,11216,06B,Potentially hazardous foods are not stored at safe temperatures,"1306 ATLANTIC AVE
BROOKLYN, NY 11216
(40.67836, -73.949416)"
Kings,C,9/27/18,751 BERGEN DELY INC,751 BERGEN DELY,751 BERGEN ST,BROOKLYN,NY,11238,06B,Potentially hazardous foods are not stored at safe temperatures,"751 BERGEN ST
BROOKLYN, NY 11238
(40.678457, -73.963617)"
Kings,C,7/16/18,894 DELI & GROCERY CORP,894 DELI & GROCERY,894 MYRTLE AVE,BROOKLYN,NY,11206,06B,Potentially hazardous foods are not stored at safe temperatures,"894 MYRTLE AVE
BROOKLYN, NY 11206
(40.695684, -73.946541)"
Kings,B,3/6/18,578 RALPH SUPER DELI INC,578 RALPH SUPER DELI,578 RALPH AVENUE,BROOKLYN,NY,11233,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","578 RALPH AVENUE
BROOKLYN, NY 11233
(40.669377, -73.922539)"
Kings,B,11/28/18,1306 ATLANTIC FOOD CORP,WHOLESOME FOODS MARKET,1306 ATLANTIC AVE,BROOKLYN,NY,11216,02D,Other adulterated / unfit foods or ingredients,"1306 ATLANTIC AVE
BROOKLYN, NY 11216
(40.67836, -73.949416)"
Kings,C,8/1/18,181 AVENUE U MEATS INC,MEATS SUPREME,181 AVENUE U,BROOKLYN,NY,11223,05B,Critical Processing or Salvaging Parameters are not met,"181 AVENUE
BROOKLYN, NY 11223
(40.60344, -73.979142)"
Kings,C,11/28/18,ALDOS DELI & GROCERY CORP,ALDOS DELI & GROCERY,105 AVE O,BROOKLYN,NY,11204,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","105 AVE
BROOKLYN, NY 11204
(40.6076, -73.98413)"
Kings,B,7/16/18,2474 QUAD VENTURES INC,7 ELEVEN STORE #35049A,2474 FLATBUSH AVE #,BROOKLYN,NY,11234,03C,Food handlers do not wash hands thoroughly after contaminating them,"2474 FLATBUSH AVE
BROOKLYN, NY 11234
(40.609962, -73.922856)"
Kings,C,8/16/18,4121 CHURCH MEAT CORP,SHOP FARE,4121 CHURCH AVE,BROOKLYN,NY,11203,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","4121 CHURCH AVE
BROOKLYN, NY 11203
(40.651362, -73.93832)"
Kings,C,6/6/18,545 DELI GROCERY CORP,545 DELI GROCERY,545 MARCY AVE,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","545 MARCY AVE
BROOKLYN, NY 11206
(40.696437, -73.949415)"
Kings,C,11/2/18,308 PATCHEN DELI & GROCERY INC,308 PATCHEN DELI & GROC,308 PATCHEN AVENUE,BROOKLYN,NY,11233,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","308 PATCHEN AVENUE
BROOKLYN, NY 11233
(40.679975, -73.925462)"
Kings,B,8/24/18,632 VANDERBILT FOOD CORP,FOODTOWN,632 VANDERBILT AVE,BROOKLYN,NY,11238,06B,Potentially hazardous foods are not stored at safe temperatures,"632 VANDERBILT AVE
BROOKLYN, NY 11238
(40.6771, -73.969072)"
Kings,C,11/30/18,BIG DADDYS STATIONARY AND GROCERY,BIG DADDYS STATIONARY &,70 LORRAINE ST,BROOKLYN,NY,11231,02D,Other adulterated / unfit foods or ingredients,"70 LORRAINE ST
BROOKLYN, NY 11231
(40.674468, -74.007138)"
Kings,C,11/30/18,BAY FRESH SUPERMARKET INC,BAY FRESH SUPERMARKET,1510 SHEEPSHEAD BAY RD,BROOKLYN,NY,11235,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1510 SHEEPSHEAD BAY RD
BROOKLYN, NY 11235
(40.587277, -73.953836)"
Kings,C,8/6/18,472 MCDONALD AVENUE FOOD CORP,GREENHOUSE DESHI SPRMKT,472 MCDONALD AVE,BROOKLYN,NY,11218,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","472 MCDONALD AVE
BROOKLYN, NY 11218
(40.642555, -73.979391)"
Kings,C,9/25/18,4TH AVE DELI & GRILL INC,DELI & GRILL,70 4TH AVE,BROOKLYN,NY,11217,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","70 4TH AVE
BROOKLYN, NY 11217
(40.682598, -73.979613)"
Kings,B,8/24/18,632 VANDERBILT FOOD CORP,FOODTOWN,632 VANDERBILT AVE,BROOKLYN,NY,11238,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","632 VANDERBILT AVE
BROOKLYN, NY 11238
(40.6771, -73.969072)"
Kings,B,8/16/18,ASAAD DELI & GRILL CORP,ASAAD DELI & GRILL,111 CHURCH AVENUE,BROOKLYN,NY,11218,02D,Other adulterated / unfit foods or ingredients,"111 CHURCH AVENUE
BROOKLYN, NY 11218
(40.642973, -73.979029)"
Kings,B,8/13/18,AROMA RICH INC,AROMA RICH,3924 18TH AVENUE,BROOKLYN,NY,11218,06B,Potentially hazardous foods are not stored at safe temperatures,"3924 18TH AVENUE
BROOKLYN, NY 11218
(40.632903, -73.972606)"
Kings,C,7/17/18,BOLLA OPERATING CORP,KINGS ATLANTIC MOBIL,1143 ATLANTIC AVE,BROOKLYN,NY,11216,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1143 ATLANTIC AVE
BROOKLYN, NY 11216
(40.678915, -73.953581)"
Kings,C,4/25/18,1961 FULTON DELI CORP,1961 FULTON DELI,1961 FULTON STREET,BROOKLYN,NY,11233,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1961 FULTON STREET
BROOKLYN, NY 11233
(40.678593, -73.916596)"
Kings,B,7/25/18,BEST & QUICK GOURMET INC,BEST & QUICK GOURMET,310 FLATBUSH AVE,BROOKLYN,NY,11238,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"310 FLATBUSH AVE
BROOKLYN, NY 11238
(40.67726, -73.972515)"
Kings,C,8/6/18,472 MCDONALD AVENUE FOOD CORP,GREENHOUSE DESHI SPRMKT,472 MCDONALD AVE,BROOKLYN,NY,11218,02D,Other adulterated / unfit foods or ingredients,"472 MCDONALD AVE
BROOKLYN, NY 11218
(40.642555, -73.979391)"
Kings,C,8/31/18,AL BARAKA GROCERY INC,AL BARAKA GROCERY,1257 FULTON ST,BROOKLYN,NY,11216,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1257 FULTON ST
BROOKLYN, NY 11216
(40.680471, -73.951019)"
Kings,C,11/5/18,AD DALI FOOD CORP,AD DALI FOOD,797 STANLEY AVE,BROOKLYN,NY,11207,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","797 STANLEY AVE
BROOKLYN, NY 11207
(40.661368, -73.879234)"
Kings,B,10/11/18,AZY DELI CORP II,AZY DELI CORP II,5301 4TH AVENUE,BROOKLYN,NY,11220,06B,Potentially hazardous foods are not stored at safe temperatures,"5301 4TH AVENUE
BROOKLYN, NY 11220
(40.644672, -74.014351)"
Kings,C,8/31/18,AL BARAKA GROCERY INC,AL BARAKA GROCERY,1257 FULTON ST,BROOKLYN,NY,11216,02D,Other adulterated / unfit foods or ingredients,"1257 FULTON ST
BROOKLYN, NY 11216
(40.680471, -73.951019)"
Kings,B,11/28/18,1306 ATLANTIC FOOD CORP,WHOLESOME FOODS MARKET,1306 ATLANTIC AVE,BROOKLYN,NY,11216,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"1306 ATLANTIC AVE
BROOKLYN, NY 11216
(40.67836, -73.949416)"
Kings,B,7/10/18,BLESSED MINI MARKET DELI GROCERY,BLESSED MINI MARKET DEL,1443 FULTON ST #,BROOKLYN,NY,11216,06B,Potentially hazardous foods are not stored at safe temperatures,"1443 FULTON ST
BROOKLYN, NY 11216
(40.680066, -73.943574)"
Kings,C,5/8/18,B&B MINI MARKET INC,B&B MINI MARKET,311-313 NEPTUNE AVE,BROOKLYN,NY,11235,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","311 313 NEPTUNE AVE
BROOKLYN, NY 11235
(40.580955, -73.964671)"
Kings,B,7/16/18,2474 QUAD VENTURES INC,7 ELEVEN STORE #35049A,2474 FLATBUSH AVE #,BROOKLYN,NY,11234,06B,Potentially hazardous foods are not stored at safe temperatures,"2474 FLATBUSH AVE
BROOKLYN, NY 11234
(40.609962, -73.922856)"
Kings,C,10/16/18,726 MEAT MARKET INC,SAGAL FOOD,726 BROADWAY,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","726 BROADWAY
BROOKLYN, NY 11206
(40.701129, -73.9426)"
Kings,B,10/11/18,ASIAN SUPERMARKET & HALAL MEAT IN,ASIAN SUPERMARKET,2757 PITKIN AVE,BROOKLYN,NY,11208,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2757 PITKIN AVE
BROOKLYN, NY 11208
(40.675626, -73.870399)"
Kings,B,8/15/18,133 FOOD CORP,133 FOOD,133 LAFAYETTE AVE,BROOKLYN,NY,11238,06B,Potentially hazardous foods are not stored at safe temperatures,"133 LAFAYETTE AVE
BROOKLYN, NY 11238
(40.687437, -73.972534)"
Kings,B,11/21/18,ALIBABA HALAL MEAT INC,ALIBABA HALAL MEAT,407 DITMAS AVE,BROOKLYN,NY,11218,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","407 DITMAS AVE
BROOKLYN, NY 11218
(40.635909, -73.974749)"
Kings,C,8/2/18,4 SEASONS FINEST DELI CORP,4 SEASONS FINEST DELI,54 LEWIS AVE,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","54 LEWIS AVE
BROOKLYN, NY 11206
(40.696076, -73.937666)"
Kings,B,9/26/18,AVRUMIS BAKERY INC,AVRUMIS BAKERY,164 WALLABOUT ST,BROOKLYN,NY,11206,06B,Potentially hazardous foods are not stored at safe temperatures,"164 WALLABOUT ST
BROOKLYN, NY 11206
(40.699802, -73.956495)"
