scope,emissions_category,emissions_source,sub_activity,activity,sub_bu,last_bu,bu,value
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,25.8285133
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,25.8285318
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,25.8320186
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,26.0890861
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,26.2482082
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,26.3819815
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,26.75465
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,27.40789
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,166.397347
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,27.9326516
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,28.1723771
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,28.1737423
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,28.2268753
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,28.6166645
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,28.8443059
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,28.9191532
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,29.1740253
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,29.7784494
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,30.0412546
Scope 3,Business Travel,Air Travel - SelfMng,Air Travel: Production,Air Travel,Transportation,Self Mng. Transportation,Production,17.3203366
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,186.822428
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,30.3512152
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,30.4008982
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,30.5698904
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,30.7255995
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,30.8237663
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,31.2712268
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,31.7133003
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,31.9755704
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,31.9837801
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,32.7621593
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,242.509858
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,32.8936449
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,33.2248402
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,33.6571542
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,33.7986391
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,34.1305355
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,34.1699424
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,34.868493
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,35.3004195
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,35.6703208
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,35.9754108
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,243.288213
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,36.2521634
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,36.3816749
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,36.4182038
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,36.5769569
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,36.8240804
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,36.8978762
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,36.9874642
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,37.1746103
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,37.3364259
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,37.3406507
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,276.793844
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,37.6407965
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,37.646202
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,39.5545233
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,41.3256213
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,41.3369674
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,41.4174786
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,43.2340348
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,43.7239833
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,44.033003
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,44.0363238
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,292.788238
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,44.0892354
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,44.5167895
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,44.819758
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,45.0496502
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,45.0897582
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,46.0301006
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,46.1223452
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,47.8251638
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,47.967239
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,47.9764635
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,301.52264
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,48.0814195
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,49.3586211
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,49.3589347
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,49.5742338
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,50.8436868
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,50.996278
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,51.2836202
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,51.9086333
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,52.270952
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,52.8180737
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,304.032534
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,53.2713088
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,53.4106351
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,55.236914
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,55.3468143
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,57.6885933
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,58.0139404
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,59.4823283
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,59.4823283
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,59.4920693
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,59.634698
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,308.163381
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,59.9590488
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,60.8814957
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,61.0032587
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,61.102883
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,62.252178
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,62.5751451
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,62.6022651
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,62.6910414
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,65.1247515
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,65.7793198
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,361.017157
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,65.7793198
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,66.0423832
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,66.1808609
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,66.7390336
